name,description,coordinates,image_url,category,rating,city,country,website,address
Uluṟu-Kata Tjuṯa National Park,"Hiking trails, rock caves & ancient paintings in sacred aboriginal lands, plus iconic Uluru rock.","-25.3437797,131.0346514",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJgbjTfixsIysR5BrpX82GKts/photos/AWYs27y7vHn2CjN-qEQyvO8Mv5v3mdj2Ek3aGxX8xe1JXE_L5zvy3CrxBEeXbPXSDA1nhKXayaPzvX2nS5933rnb5AsdTUsEvqMqoz84xa7MGNW0DvZd7fdc0nGuO4eFTuOexx3deJFBjs65h18K3J57rnQQRw3ePzOkSidZ&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.8,Uluru,Australia,http://www.parksaustralia.gov.au/uluru,"Lasseter Hwy, Uluru NT 0872, Australia"
Panoramic Viewpoint - Hallstatt Skywalk,"Viewing platform at 1,148 feet overlooking a panoramic alpine UNESCO World Heritage site.","47.5613198,13.643614399999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJq7oizVA3cUcR4irrtZxljUk/photos/AWYs27x-sCrMtiJp6LXFZK4SLQYABSNrv0MxqXsLWjMuKxt5iTZ1R_tiYgH7PWX599BQQKVen9WGPnbah_ZemItnTjy7IH4t20yr6RXyzIxVx_Cr9TKOkS95dVLuUVtH5ffdrTaTZ8TlDJh75Mm-d_WEOwtvAfN0rKRTEaRj&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Observation Deck,4.8,Hallstatt,Austria,https://www.salzwelten.at/de/blog/hallstatt-skywalk,"Salzbergstraße 21, 4830 Hallstatt, Austria"
Whitehaven Beach,"Picturesque beach featuring white sands, a BBQ eatery & calm, turquoise waters for swimming.","-20.282432399999998,149.038854",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJoaPzNjlU2GsRHk5q-HH-i4A/photos/AWYs27yXAXIyNOkvBUuygYomeepgahVYRVCkw1AmFzTjAOmLbhIA13scJy5JXiqHlAPcm5PN-hcIMhoPM0BshEWXTHE8LX7vrlp9EA8nw3aRu8_VQQ7ayv6_szsBg46PeviH7NyvbcpQZ9NO48Czi-2fI13nVr5kjEaX7Vw0&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Whitsundays,Australia,,"Whitehaven Beach, Whitsundays QLD, Australia"
Rovan' Ambohimanga,Centuries-old walled complex with the remains of precolonial homes & noblemen's tombs.,"-18.7604641,47.5623138",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJO6bxWSub8CEROIKut73pf8Q/photos/AWYs27zLOwZeK7E-mV0u7t_jS5zgn3LdXy1iT6di1fvMYkIAxEE99FkA21odFrZF3-IGJdrbiaS8tkiJgrpmaYqQkO7sTPIbCRlRavwetHlYOLyZPg4koPOBzgd1npncCS06bb1FFc8BOEcY5YZ1f4Au2OWW5ANbQTVLiLQ4&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.3,Antananarivo,Madagascar,,"Ambohimanga Rova, Rova, Antananarivo 103, Madagascar"
Daintree Rainforest,"Tropical, lowland rainforest with a visitor centre, a 10m-high aerial walkway & a canopy tower.","-16.1700308,145.4184612",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJywSK0T5XnWkRjxpQmVCFfBQ/photos/AWYs27yM_vGsEzpgZSzmYW_X1QxWKvedpM2E-BDeSBNrVXWS_-yVEKeh7ERoigU0mhHikHzdPr-Ui1rWlMK9eUuIqxswEYHbxaEgZ6SdX9O_5Smg16WF5fukqmtoMeOqNWb32ewUZtgCM1QR02TSS7KMH2Q4yjQSH5cxtthC&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Park,4.7,Cape Tribulation,Australia,https://daintreerainforest.au/,"2333 Cape Tribulation Rd, Cape Tribulation QLD 4873, Australia"
Mont Saint-Michel,,"48.636063,-1.5114569999999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJs-6cfNaoDkgR_sMNfuRMg8U/photos/AWYs27yVED2w7EFzwh9GOUUOPC9IGiPObJIRheTdnDLJpdYrRdl4nDLI5QSzpY32eKxH1sQO8VB5nc4YLTLpqZJg5Wp8PD00oY1KKcTyGgSTE5fRNUBxVyfY3uzPfSTfLCEx-TFBH6lzy1fGprRPEk_R7dwjveUntrL5u2f6&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,,Mont Saint-Michel,France,,"50170 Mont Saint-Michel, France"
港東路167-1號,,"25.212822799999998,121.6974564",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ1ZrmCnZMXTQR3Prt0Hhy8Xs/photos/AWYs27xmygiaR1iR45WYHpMl3_gn_D2DfYR0yS11cIJ0Y2tYIgqc2M9UTXWdU_ET2uP22qlndyRwwARYshgpi5pOpNcYAwsqElsNLdXHYHtnKynNjeAeLD-ghEtO9k9qEcNoA1ak_9HlRJbQT7a2Hb9S-DjELEf0liaYb4jN&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,,New Taipei City,Taiwan,,"207, Taiwan, New Taipei City, Wanli District, 港東路167-1號"
Cathedral Rock,Renowned red rock formation in Coconino National Forest & a popular spot for sunset photography.,"34.820018499999996,-111.7932108",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ4Us_J-6mLYcROiSEl7pdwwQ/photos/AWYs27yy3TB2lHxBSITkaeT-tdM_fu9hwKpWYJa1bTuQJLyyTsJGr_raheqfjlI-_fAcTtBSTlJOkETm_p9v8CDMjOYb0YWJm69KYReuq5hYWH5-o8_zRO5JGPB3_38m7w09J_PAj44wDS3vIBth3TB1qRtxf4pKHmuOyBmU&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Arizona,United States,,"Cathedral Rock, Arizona 86351, USA"
Aoraki/Mount Cook National Park,"Named for New Zealand's tallest mountain, 40% of this wild region is covered by icy glaciers.","-43.594653699999995,170.2623985",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ7bKcq-HFK20RYFhcZYfvAA8/photos/AWYs27z66GK5G9txCaO0KoTqlmoVeUkle8ZJKaiGIkPCRuODI0aKnyENR1WyopEH-ijpkTQhnAgpjd4WOf_UOmUku9QhZhhDM0izykIZ0gTq72FhjncrfIDoi3HbD_myH1TzTUoilSrLluN4LOGTp2TKB6PPKUOcpZMAVgXi&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.8,Canterbury,New Zealand,http://www.doc.govt.nz/parks-and-recreation/national-parks/aoraki-mount-cook/,"Canterbury 7999, New Zealand"
Hells Canyon Archeological District,,"45.0942122,-116.7821913",,Historical Landmark,5,Council,United States,,"Hells Canyon Rd, Council, ID 83612, USA"
The Pinnacles Desert,"Scenic desert area featuring numerous limestone pillars, plus observation decks & parking bays.","-30.591275000000003,115.1581522",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJVVJhIJMm0isRGCL6h2V0xCA/photos/AWYs27wKooIcgXMLVqYKK9En28P-6px6ei1xGZEcJtC7PQcaPh9XkE3yqY2ruJHIVAUJ7M9b2aD1-u4Eg6Ct7L_kq8O7x4mFzqsum16GKbCjuVcv4f0us-I34rYT9Nb0KJ899hsBD8WhrbFMNh_EHDG8pApOjnN3z8kXkmvG&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.7,Nambung,Australia,https://parks.dpaw.wa.gov.au/site/pinnacles-desert-lookout-and-drive,"Nambung WA 6521, Australia"
K2 Base Camp,,"35.324687499999996,75.5509375",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJMwFgXmtn5DgRYPMPw5DyxQA/photos/AWYs27zF-vqhKr7HMoPcZgCw-MySGMjTUNPF-sTPnjt11gA9wEbfFwzmAs5lS4vK3iQm--8bwHC_PbWpTBY5EA8Vprp-StL-ob136S_F1gs-_l0eTbMmp7CH9f3Di7Gf9tDM3tWF-73d6ky6yXJmHmaBIH1wWpGo3u2oFcOo&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.6,Skardu,,https://chogoriadventure.com/tour/k2-base-camp-trek/,"Hassan General Store, Hussaini Chowk, Star Market, Gamba Skardu, Skardu, 16100"
Victoria Memorial,"Elegant, domed, white marble museum, opened in 1921, housing displays on the history of Kolkata.","22.5448082,88.3425578",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJXQGuRhN3AjoRY5fjvORAtQA/photos/AWYs27yCfzUllmF_qCL_eEnOddgKL0lmsuRjZfnrZajpZNyqqd1AJSUi-OCVrQS1UiE5IhGPJq2dFtptwz9LykUEybTcpkPyRKCgKkMKrnOEsh2U5qQGEWxHpZfvxNB44ROiUSFgjEihsOPkfXksK5hdQPe5NUpqPZ0MsHsv&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.6,Kolkata,India,https://www.victoriamemorial-cal.org/home/content/en,"Victoria Memorial Hall, 1, Queens Way, Maidan, Kolkata, West Bengal 700071, India"
Landmark Marina Hotel,,"7.3383391,134.4669485",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJo9eDqGUL1TIRACngjdCmsHY/photos/AWYs27y84x2-I7Pk1ADMqeuSfo4H7qDoxJDR-USUqm_sc13TIbv8S1IlvAEGSesy9knzrrf4prnDWnDaK9Rgf6c_0JALrQlkaqxQ6zLclzgvwE_cWkattQLRoofJJcF3sPangipv2GWRLARQ9jMRpd1N0wNxXOJmumneYzc6&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Hotel,4.2,Koror,Palau,,"8FQ8+8QP, Koror, Palau"
Puy-de-Dome,,"45.7801582,3.0821042999999997",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJXxh40_cd90cRcCnjy688CQM/photos/AWYs27zSr8nRwkqbFpJJFUNK7fUMpx5u50shA9CJkenUx4Qcn7iQN8odttgXnXx_P3W7eM4fnlrttATgvhm1d2_FLizkWjLfpE2QQBbIuAiWdBD0P_1MiaEsU5dRWXaAGawSpZnaO_kSQ_p1MsiqPBOn0LUhi9hQGGsemsQy&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,,Auvergne-Rhône-Alpes,France,,"Puy-de-Dome, France"
360 View of Drina River House,,"43.9848163,19.567890200000004",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJkd1xYZO3WUcR1w_T-pM3r08/photos/AWYs27z-y64uW9MvGHX39VgC2VXkNitZZ744ZJDsP5liIb9OmTQZjcVdNdioaCKSjFSkGezJeS9nfxCIr_Fr8mCpUSBDNoqjoqzTYwt6WEdsDwoUba3iDf1MdwY2ImSPslPh1mY4PCSxO4PGjTKJZVy6-XQvx2yE-94m5N-Z&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.9,Višesava,Serbia,,"145 MILENKA TOPALOVIĆA, 31250, Višesava, Serbia"
Tatev Monastery,Ancient Apostolic monastery complex with 3 churches on a cliff & panoramic views.,"39.379308800000004,46.250288",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJr48ZamUGFkARliCIAD6e7w4/photos/AWYs27zyPT4hkCODC80fqIVDzfM4PJoRi2cebU-jJ2qnFtlw_ADGJ3ACFJnyIDewZS87vMZWc-lX-KtBy-YPLQpv75ptdNFq3__KMcT1h9uDq_dmZCR7KD5tPyRu276OUxmC2XD8RRyZ_8m6vd340YEp1cX6I_JE6Hb9ufkq&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,School,4.9,Tatev,Armenia,http://www.tatever.am/,"H45, Tatev 3218, Armenia"
Jökulsárlón Glacier Lagoon Boat Tours and Cafe,Boat tours around a lake dotted with towering icebergs carved from the Breiðamerkurjökull glacier.,"64.04854929999999,-16.1792735",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJfwYy1x7Xz0gRXEcFWSiPifs/photos/AWYs27zgslBBvrxL-GbZuB3BpH7xR0F0o1NGs0KpI6PNQ3Rk7oNnzBwOz74glFGzbYdiQC4ACoLWDeKjTV5jInHMvwi7sGt-QAWTjx_KutZAenSDx9TV1aeDW5YaDSJSgU7QCMiRPpfqlRVx9h2gZ2hHKSKoLtTluWTQLyuG&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.8,Höfn í Hornafirði,Iceland,http://icelagoon.is/,"Jökulsárlón, 781 Höfn í Hornafirði, Iceland"
White Sands National Park,Scenic park featuring a striking landscape filled with extremely rare gypsum sand dunes.,"32.7872403,-106.3256816",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ83IQBwNj4IYRwyC_Z4cY0TY/photos/AWYs27y4M_FvACFp4qY7wtMg_6z0oFycz6bUCgsbGUlbt65yFVN4wXi_A7jZCagYL6HCFfBgCyp6FQ9fj7XlnLVrJuk_p-CYVMPyzh6vQteXdTgsnVZ13ycVX4GVTXzy-VHCwLXBsXB_LMJ8iiOy54yeoe6ofPb_hEd6fCQL&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.8,New Mexico,United States,https://www.nps.gov/whsa/index.htm,"New Mexico, USA"
Gazebo at Cliffs at Princeville,,"22.2281971,-159.48022949999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ1X8Wyk7xBnwR6I8h6Uhi4cw/photos/AWYs27yhImMg0W6MwWaoa0DGWlDsvuaaZSmMwYlQFhXhLORtBXthsLYKSwNb_g-zwuY3UHUzZU_NdJssWJ1yY0LsdB3zYfhIFE9twqenA8t2UdZGc512aYrRGXwgsG5Bac-YYbu4HD9xsqvk1RYr29meoG-939V2zsTUJVZy&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.8,Princeville,United States,,"Princeville, HI 96722, USA"
Jotunheimen National Park,"Reserve with Northern Europe's 2 highest peaks, fishing & wildlife including reindeer & wolverines.","61.55359190000001,8.484206",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ-8e6XUUJFUYRJBn3F8ROCYc/photos/AWYs27zHwWk8mF4yf6STn6LlECEa2XVF62L0OHj4nNkOI-IgVV2gp86nmxb6o1tPl4ugazZ8xyWKac_zeZk050-7VyvMg28MzC-WzwBaZJ9PigB7_j88ev1fmwpONNocp5UMKSgbdicgkd3DwkzG_XfR5eC-ya5i0k8fW0hy&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.9,,Norway,https://www.jotunheimen.info/,Norway
The Burren,,"53.069581299999996,-9.3544138",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ1zcnugGpW0gRZej5BcuCZ7E/photos/AWYs27yevOkQrs_gjJX_Lk2q54T-Mt_ncm15s9T95MSlnnImeqqFjOpCmEMwGS0jo2Hbn9sh8kEU8P9JHGdalj20tvEV3x6lRVAZUAaOjt3Egweg_br2rCUNG9Yz_G5-9HWvd3_Q78uLhrDcQyO4jnUDjApOtFVI94cytY7I&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.8,County Clare,Ireland,https://www.burren.ie/,"Ballyryan, Co. Clare, Ireland"
Chiesa di Santa Maddalena,,"46.644702599999995,11.7194329",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ7XvyzAQReEcRbU3jHIuQiJE/photos/AWYs27y1NmMl62r8K_Uud5j9902MZwtxF3D6IZ146HFslCLJf7fZOEZq1M8lh_2e_HpynHD0OVDf4PbLzMA_eOm7_5g00IBj3WpX-pB2D-P2npwTxHgavB8z-Rl2rKBdNaqczSon-SbQM7oZWNF4Z_GLJtnkdBANvhumc5gj&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Church,4.7,Santa Maddalena Alta,Italy,http://bergportal.com/,"Frazione Santamaddalena Alta, 48, 39040 Funes BZ, Italy"
"Rock-Hewn Churches, Lalibela","Collection of 11 churches carved out of the rock in the 13th century, some decorated with frescoes.","12.033195599999999,39.043385099999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJM2u97vw_QRYRDfZP5KXehl8/photos/AWYs27xa2jgWuJLuOLGiJANiXPNdEXO5pWD-kYcYHMyYT_bf_5dbhFAe-Gge4kOgBB1oDzmPgJiNwH9USyybRtsOXGDrhSEEF9AJ_8lUA48A5Ogk1nOhMAN5GWCx1AUbsJtNNWApSUw1StBQ-WJBTm9SDkrRr0FnnaqpPoaV&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.5,Lalibela,Ethiopia,,"22MV+79C, Unnamed Road, Lalibela, Ethiopia"
Diocletian's Palace,"This huge, fortress-like palace served as a residence for a Roman emperor & the military garrison.","43.5082646,16.440175399999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJT_xcU_5dNRMRMm9XaSXGGpI/photos/AWYs27yQoVZXJTcbn84QSMT8lom8o49LfLagDFg9PaTcCsKbOAA9DDXRv8NqHeCurIeRb3oj49kiU-AkN7Gg1eo8nMkxsuSw0VQtFmKfHlJtCBkGs-shHrLBo9QHaC3H_zg-Fdy218bdV6nNJu9oW7qDWrmF59O8VBWFSdUa&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Split,Croatia,,"21000, Grad, Split, Croatia"
Memorial Church of Moses,,"31.768087800000004,35.7257034",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJg5CIQomyHBURM697AkzTQdo/photos/AWYs27yNKI1LVt-Tjcukg79_SP7KNJNihY3B4BgkaGueLHQemaP3cTU7FA9EOrpN2sjc2esrZWpCLY5AGRr95WESNnASeQUfu6tYsRsmelEJ7RJqaykRC82Wqyy4NVcKHy0j1PezLa5oQ5amUv03qZdHOp-B79nZ1VP97cnC&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Church,4.6,Madaba Governorate,Jordan,https://www.touristjordan.com/mount-nebo/,"QP9G+67P, Al Quds Street, Jordan"
Puente Nuevo. Centro de Interpretación,"An 18th-century arch bridge over a 120m chasm, with an interpretive center in a guardhouse.","36.740838,-5.1659616999999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJnRAtxTgxDQ0RrB3Gsr1VgcY/photos/AWYs27wNLAH1uOx4iM24uUXEIel4v9yadT6-XRc3AhUbhkPG1o1gaURgCWF1ytAery_5QklV942UToomYmWYQO2TDDGoAVtjsLyBWD77XzUfqoOlk8NX-bTyys42VZvTxXkDRo1aYKNWzybWxtfhXW9WEtiLRqVX11W4WE8x&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.7,Ronda,Spain,http://www.turismoderonda.es/,"Pl. España, s/n, 29400 Ronda, Málaga, Spain"
Cades Cove,"Valley in Great Smokey Mountains National Park with a loop route, wildlife & preserved homesteads.","35.594259799999996,-83.84184809999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJRTKKVK-kXogRkhRfMFgKVxY/photos/AWYs27ywQoc2KMwYNvBxs_MhLz7O7W1egs-7fA5Q52QLOozGv8D9tVmgTlmI_zZ5nVLcUzq6-8QO9UvYUhZg6lkDgSs_A6MK2mXcLKx_ksdB03DimuIZGahmHHyhyPudOyuohuLj4eClltbeeexzLgKxtnVeba92iAlrJNH7&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.7,Tennessee,United States,,"Cades Cove, Tennessee 37882, USA"
Rialto Beach,"Picturesque shoreline with a unique landscape of sea stacks, geological formations & driftwood.","47.917294299999995,-124.6393823",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJRZCBtf9_jlQRLzybrN90-KI/photos/AWYs27wS1FhTqgEvclp3uiBZB4g0XwXc8Shj77VoP1ZmgXi81m-zaldiq1jOwuOX2FRgUsvPV9qBSB8uFXtowzg23Eabtrw27EIrswFnSiOzwckY9DKUpYvDXyx_JpoYUeQ6qYCbCXuLCadKPNo4DVfISQ1QA5kGV4LxwHMN&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Washington,United States,,"Rialto Beach, Washington, USA"
Parque Nacional Natural Tayrona,Coastal stretch of palm-fringed beaches backed by lush mountains with ruins of a pre-Hispanic town.,"11.3064409,-74.0657561",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJTV_06iKL9I4RL4jby9wjV0g/photos/AWYs27yPa3Y7SDABxwAZ0IqgcpKl3LLlBvUs37XKPCMxK4qHkU8K7M8isu1WSMFa5Ce6VSUZj63MtF8whlPB8taszqy60AnAdBnHRZT57hKBF_OONNIlVprYMo__LYn9zs0IkGsuTF2MwiI3wTp9GAXAko3tz9J03gel9TLS&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.7,Magdalena,Colombia,http://www.parquesnacionales.gov.co/portal/ecoturismo/region-caribe/parque-nacional-natural-tayrona/,"Magdalena, Colombia"
Idaho Historical Marker #172 Shoshone Falls,,"42.5983938,-114.4546994",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJI_XsX_ChrFQRs0zFezZMdYw/photos/AWYs27wt0aHCV6sgpb7W-df8ERnh2qpIS46kM77NDXPd_pjihysEApfRyGI2yRhq--Gnep0n9r1BOsoAftFDKaYGMCLvaswwWAhcB0UEf2lu4zV-IL83cXpZcX44YorOVbccmEjAtdZJz_uPH0YIzoek3xFyUSaZZXXd6vcd&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,5,Twin Falls,United States,,"Twin Falls, ID 83301, USA"
Mount Taranaki,"Striking, 2518m volcanic mountain with trekking routes, surrounded by a protected forest reserve.","-39.2967702,174.0633993",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJjdlHd1GwFW0R-Q7tsgVpvbQ/photos/AWYs27wgNMRXvIp0mj466ggFzebh3KckIy908OWW3gMVtDdsb1nEbUZPFS13LSrikfyZiHziPx2OXpF4kQJRQS7hceU0KRMnQvwjBaqZoRq50IEODgny-IEUW_wfYiYGLuqaaAiOWhtxGmeqGty-gHcsPsfLqBfRjr9DZROg&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Taranaki,New Zealand,,"Mt. Taranaki, Taranaki 4391, New Zealand"
Castello di Amorosa,13th-century–style winery offering guided tours of the castle & tastings of Italian-inspired wines.,"38.5589158,-122.54122679999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJbQGcFDlbhIAR4k7cGFaMAAE/photos/AWYs27xKbsMP0N46SgHrupc5NN8E5TRd1O6ngxa99iGvBIVZu63n4KzQTyA7-zr_3aud8_2inX1aewp4fq4hlywht7b2nm2ekqxOParJx7_C-xsCh17V9F8emLiJ21SUfQXWRV5QvOFaNNSFUPn56evVC2LqORHssSQCxOtF&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Farm,4.3,Calistoga,United States,https://castellodiamorosa.com/,"4045 St Helena Hwy, Calistoga, CA 94515, USA"
Colossus of San Carlo Borromeo,,"45.770210899999995,8.5433836",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJhQvajYRxhkcRwvU6dVVjF5M/photos/AWYs27waOADulLL-aYp-AK1Ds_DlbYCfarEbGYKKrNf0_XjnOyGby7dfENGVQILX3qF-Xx5LTSuL-s3vsoVu4_3KyDLmBUfV-jIW7-8KFiKhYKvsaC2PksdjLCybCWTfXSjH3ZwzxpBxa0Tab43sEiM3ftJN8TTlvGVEIi9Q&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.3,San Carlo,Italy,https://www.statuasancarlo.it/,"Piazzale S. Carlo, 28041 Arona NO, Italy"
Cueva de las Manos,"World Heritage Site cave known for ancient art, including many stenciled paintings of human hands.","-47.1554475,-70.6550556",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJdd-wpp5k670REHncH6rk_qI/photos/AWYs27zek02qVv3PPPQKMacvQK_2_Oq7o8Qyn0Y3CUJFisw4AF4gEn8BXAz-OSMOorBPFjZfuJnjtlEdIR4FQfY6MTn3pmRfq1m0SBhaqeNFpqEmqX7MsjOD00V9Gf5CsMUGH0pphrVaiWle-RSNFCcnJlNWR67bwkg2lBUe&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.6,Santa Cruz Province,Argentina,https://www.facebook.com/cuevadelasmanos?mibextid=ZbWKwL,"Santa Cruz Province, Argentina"
Komodo National Park,Expansive national park that aims to protect endangered Komodo dragons & other wildlife.,"-8.527716,119.4833198",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJuZGsKfP4tC0RYtHgcIgHobE/photos/AWYs27wNKqaMwAa_z-cc1ykokyYEPoYJV0SCoAHoahhQNAcmCEEBCaLaUhwTczwx7rrOfMDpBixB-H6QEZ8eifiaVHmAV7SokY3_K94TQroh6g6rjsQNoS4YkRjJNUKPecWliKNrt6aoM8JoAAKWpbqRUoAQm1D7sdiiDYXJ&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.6,East Nusa Tenggara,Indonesia,http://www.komodonationalpark.org/,"East Nusa Tenggara, Indonesia"
Tsingy Rouge,"Geologic attraction featuring red-walled cliffs & unique, pink-colored rock formations.","-12.635686999999999,49.493610999999994",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJc5-CR5vRaiIR4YGwxTsiTA0/photos/AWYs27yrXIgqY0s0nT37hfGTJxaciI_f3VQYUuRmgPpvDmDkRSXZA9jbgNJdtf6hU6Qxc2DDESkoZz-ZdrLAcPFo83ocQIq_KJn1JUGqqcqYSpvMrctEDVKFXekvsOR_AT-8_7ojnyByS7DZrE-ipsr3AYfr9BKvE8llW20R&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.7,Région Diana,Madagascar,,"12°38'08. 49°29'37.0""E, 5, Madagascar"
Mount Kinabalu,"13,435-foot mountain on a public nature preserve, offering rich flora & fauna, including orangutans.","6.0753131,116.55882369999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJyySSXlaiOzIRXsCpwP7DgSI/photos/AWYs27ydQ-aFUcGR_9bK7gYRhUlFQjptvyiQLAESoaYyxOS5bs6HCsvj_zs1ENOmMh5KXvpu3B-uNpbiEhisgwMz67ad6IEkYLHuHglj72yt11oDpJUW4_ZUYGCwiYbFvmV-fq9MR_IidnQhr6HKvSJYn0p58QvS_oXbqiLH&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.6,Ranau,Malaysia,,"Mount Kinabalu, Ranau, Sabah, Malaysia"
